,Text,Ground_Truth
1613,Friday Enron Online basis numbers Nov Nov 00 March 01 April Oct 01 Perm CA .52 .35 .51 SJ CA .60 .47 .77 SJ Waha .27 .34 .46 Perm Waha .01 .04 .08,False
1614,Yore hair is like cornsilk a flapping in the breeze Softer than OLD Blues and without all them fleas.,False
1615,"You move like the bass, which excite me in May.",False
1616,You aint got no scales but I luv you anyway.,False
1617,Yore as satisfyn as okry jist a fryn in the pan.,False
1618,Yore as fragrant as snuff right out of the can.,False
1619,"You have soma yore teeth, for which I am proud I hold my head high when were in a crowd.",False
1620,"On special occasions, when you shave under yore arms, well, Im in hawg heaven, and awed by yore charms.",False
1621,"Still them fellers at work, they all want to know, what I did to deserve such a purdy, young doe.",False
1622,"Like a good roll of duct tape yore there fer yore man, to patch up lifes troubles and fix what you can.",False
1623,Yore as cute as a junebug a buzzin overhead.,False
1624,You aint mean like those far ants I found in my bed.,False
1625,"Cut from the best cloth like a plaid flannel shirt, you spark up my life more than a fresh load of dirt.",False
1626,"When you hold me real tight like a padded gunrack, my life is complete Aint nuttin I lack.",False
1627,"Yore complexion, its perfection, like the best vinyl sidin.",False
1628,"despite all the years, yore age, it keeps hidin.",False
1629,"Me n yous we go together just like a Moon Pie with a RC cold drank, yep, we go together like a skunk goes with stank.",False
1630,"Some men, they buy chocolate for Valentines Day They git it at Wal Mart, its romantic that way.",False
1631,Some men git roses on that special day from the cooler at Kroger.,False
1632,"Thats impressive, I say.",False
1633,Some men buy fine diamonds from a flea market booth.,False
1634,"Diamonds are forever, they explain, suave and couth.",False
1635,"But for this man, honey, these wont do.",False
1636,"I got you a gift, without taste nor odor, more useful than diamonds... ITS A NEW TROLLIN MOTOR!!",False
1637,"l shore due luv you darling, AINT LOVE GRAND!!!!.....",False
1638,k St Louis 2 if gone bye week replacement San Francisco Atlanta Detroit,False
1639,Scott Gahns group stays unchanged.,False
1640,"Harry, you and I may want to let people in the field know these changes?",False
1641,I bolded the print and plan on sending to Bill Tipton later today.,False
1642,Are you OK with the change?,False
1643,Hope you have a good book to read.,False
1644,"Shoemaker, Kent (GEAE) kent.shoemakerae.ge.com on 04232001 034615 PM To Kay.Mannenron.com Kay.Mannenron.com cc Subject RE World Hunger Thats questionable.",False
1645,Houstons VP flies up here on Wednesday for 2 days of staff meetings and I fly to Houston Thursday for staff meetings.,False
1646,Because Comair is shut down I have to fly through Atlanta which takes like 2 days to get to Houston.,False
1647,I fly back Saturday morning.,False
1648,"So you see, not really that busy, just occupied.",False
1649,T I C K E T M A S T E R .,False
1650,"C O M O R D E R C O N F I R M A T I O N Hello, Errol Thanks for purchasing your tickets with ticketmaster.com.",False
1651,C U S T O M E R S E R V I C E Got any other questions about your ticketmaster.com purchase?,False
1652,"We01,re here to help!",False
1653,httpsticketing.ticketmaster.comcgimyaccount.asp This email confirms the above ticket information.,False
1654,We make every effort to be accurate.,False
1655,"However, we cannot be responsible for changes, cancellations or postponements announced after this email goes out.",False
1656,"well, im sorry its been cancelled.",False
1657,would have been fun.,False
1658,can we do the call at 10 am PDT?,False
1659,"best, jeff Karen DenneENRONenronXgate 07302001 0315 PM To Jeff DasovichNAEnronEnron cc Subject RE I sort of invited myself along (at Sues invitation).",False
1660,"Still havent seen the Western trading floor, havent met Tim Belden, etc.",False
1661,"Besides, it made sense to be up to speed on the issues.",False
1662,I should have figured you should have been on the list.,False
1663,are we having fun yet?,False
1664,This is the last eBiz issue for 2000!,False
1665,"Hi Joannie, We spoke a week or so ago about the following Harrahs Entertainment (a new EES customer) will be spending the day in our offices tomorrow.",False
1666,"If Jeffs schedule permits, wed love to have him stop by conference room 5029 and say hello.",False
1667,"I know the odds are low, but it doesnt hurt to ask!",False
1668,Ive attached our agenda for tomorrow.,False
1669,"As described in my August 22 e mail, FERC has issued a NOPR proposing revised public utility filing requirements.",False
1670,A copy of my Aug. 22 summary is attached for your reference.,False
1671,"Ive discussed this with Elizabeth Sager and Harlan Murphy in ENA Legal, and the following is a very brief summary of aspects of the NOPR that we think Enron should consider opposing.",False
1672,Comments are due Oct. 5.,False
1673,"If approved, FERCs proposed revisions would affect Enron by requiring electronic posting of certain transactional data by power marketers and entities selling at wholesale pursuant to market based rate authority.",False
1674,Such information is supposed to be reported on a transaction by transaction (rather than aggregated) basis.,False
1675,The quarterly filings are paper filings and are not granted confidential treatment.,False
1676,Enron should consider objecting to these revisions.,False
1677,Ive spoken with some of the traders and they agree.,False
1678,FERC has cited very little valid justification for imposing these new requirements.,False
1679,I do not know whether we will be joining EPSAs comments or filing on our own.,False
1680,"Also, if you dont already have information on the EPSA conference call and want to participate, let me know and I can provide you with the call in number and agenda.",False
1681,Variances detected in Generation schedule.,False
1682,Variances detected in Load schedule.,False
1683,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001042412.txt Generation Schedule Variance found in table tblGENSCHEDULE.,False
1684,Details (Hour 12 Preferred 0.00 Final 0.00) TRANSTYPE FINAL SCID EES MKTTYPE 2 TRANSDATE 42401 UNITID BADLND7PL1X2 Load Schedule Variance found in table tblLoads.,False
1685,Details (Hour 12 Preferred 133.85 Final 133.30) TRANSTYPE FINAL LOADID SDG1 MKTTYPE 2 TRANSDATE 42401 SCID EPMI,False
1686,Brent will be out of the office beginning right after lunch today.,False
1687,"Depending on Contractor construction issues at his home, he might not be in in the morning.",False
1688,We have a new delivery point.,False
1689,The point is Linam Ranch Duke Delivery POI 78332.,False
1690,The purpose of this point is to provide fuel to the Linam Ranch Plt on an emergency basis.,False
1691,"From marshallconsultants.com SENIOR MEDIA RELATIONS PROFESSIONALS with the savvy to deal with varied and 20 sensitive issues needed for the leading organization in one of North Americ a01, s top spectator sports.?",False
1692,Work will require heavy travel to sporting events 20 across the country 01) in some cases as many as 30 weekends per year away from20 home base.?,False
1693,"Salaries are open, starting at about 80K but potentially going 20 higher than that.",False
1694,(Contact Justin Meyer) ?,False
1695,"Late on October 25th, we received information about a nonspecific threat to the Enron Center.",False
